Recipe,URL
Cape Malay Pickled Fish,http://allrecipes.com/recipe/104444/cape-malay-pickled-fish
Egyptian Meatballs,http://allrecipes.com/recipe/255139/egyptian-meatballs
Doro Wat,http://allrecipes.com/recipe/218102/doro-wat
Allrecipes Magazine,https://secure.allrecipesmagazine.com/order/?containerName=i71vtar01&psrc=I701TRDW398DFA&internalSource=marketcard&referringId=17475&referringContentType=recipe%20hub&clickId=cardslot%2010
African Curry,http://allrecipes.com/recipe/47439/african-curry
African Chicken Stew,http://allrecipes.com/recipe/8687/african-chicken-stew
Ugandan Kabobs,http://allrecipes.com/recipe/14627/ugandan-kabobs
Tajin Sibnekh (Tunisian Chicken and Eggs),http://allrecipes.com/recipe/162192/tajin-sibnekh-tunisian-chicken-and-eggs
Ethiopian Chicken,http://allrecipes.com/recipe/55826/ethiopian-chicken
Diced Lamb with Roasted Vegetables and Couscous,http://allrecipes.com/recipe/143131/diced-lamb-with-roasted-vegetables-and-couscous
Lamb Merguez Sausage Patties,http://allrecipes.com/recipe/229728/lamb-merguez-sausage-patties
Key Sir Alicha (Ethiopian Beets and Potatoes),http://allrecipes.com/recipe/246338/key-sir-alicha-ethiopian-beets-and-potatoes
25-Minute Tunisian Vegetable Couscous,http://allrecipes.com/recipe/168959/25-minute-tunisian-vegetable-couscous
South African Bobotie,http://allrecipes.com/recipe/244879/south-african-bobotie
Nigerian Suya,http://allrecipes.com/recipe/255142/nigerian-suya
Egyptian Wheat Porridge (Belila),http://allrecipes.com/recipe/255128/egyptian-wheat-porridge-belila
Chakchouka (Shakshouka),http://allrecipes.com/recipe/213717/chakchouka-shakshouka
Couscous with Olives and Sun-Dried Tomato,http://allrecipes.com/recipe/232210/couscous-with-olives-and-sun-dried-tomato
Egyptian Koshary,http://allrecipes.com/recipe/173422/egyptian-koshary
Tunisian Slow-Cooked Turkey Breast,http://allrecipes.com/recipe/228861/tunisian-slow-cooked-turkey-breast
Vary Aminanana (Collard Greens and Rice),http://allrecipes.com/recipe/236464/vary-aminanana-collard-greens-and-rice
Moroccan Chicken Tagine,http://allrecipes.com/recipe/257104/moroccan-chicken-tagine
Sambusa,http://allrecipes.com/recipe/53603/sambusa
"Le Marriage, Alfredo Algerie",http://allrecipes.com/recipe/88146/le-marriage-alfredo-algerie
Olive Chicken I,http://allrecipes.com/recipe/8573/olive-chicken-i
"Moroccan Semolina Soup with Milk, Anise Seeds, and Honey",http://allrecipes.com/recipe/234420/moroccan-semolina-soup-with-milk-anise-seeds-and-honey
Egyptian Feta Cheese Omelet Roll,http://allrecipes.com/recipe/53863/egyptian-feta-cheese-omelet-roll
Egyptian Koshari,http://allrecipes.com/recipe/159456/egyptian-koshari
North African Beef and Brown Rice,http://allrecipes.com/recipe/230751/north-african-beef-and-brown-rice
Cold Roasted Moroccan Spiced Salmon,http://allrecipes.com/recipe/110025/cold-roasted-moroccan-spiced-salmon
Best Bobotie,http://allrecipes.com/recipe/157881/best-bobotie
Jollof Rice,http://allrecipes.com/recipe/67061/jollof-rice
African-Style Oxtail Stew,http://allrecipes.com/recipe/137967/african-style-oxtail-stew
Doro Wat: Ethiopian Chicken Dish,http://allrecipes.com/recipe/246340/doro-wat-ethiopian-chicken-dish
Somali Spaghetti Sauce,http://allrecipes.com/recipe/246489/somali-spaghetti-sauce
Tomato Bredie,http://allrecipes.com/recipe/68735/tomato-bredie
