Recipe,URL
Beef Asado,http://allrecipes.com/recipe/212913/beef-asado
Embutido,http://allrecipes.com/recipe/22472/embutido
Sinigang na Baka,http://allrecipes.com/recipe/30815/sinigang-na-baka
Salmon Sarciado,http://allrecipes.com/recipe/212953/salmon-sarciado
Lumpia,http://allrecipes.com/recipe/17372/lumpia
Savory Mussels,http://allrecipes.com/recipe/213012/savory-mussels
Grilled Chicken Adobo,http://allrecipes.com/recipe/45580/grilled-chicken-adobo
Meat and Potatoes Lumpia,http://allrecipes.com/recipe/87219/meat-and-potatoes-lumpia
Filipino Beef Stir-Fry,http://allrecipes.com/recipe/212910/filipino-beef-stir-fry
Chicken Arroz Caldo (Chicken Rice Porridge),http://allrecipes.com/recipe/212940/chicken-arroz-caldo-chicken-rice-porridge
Garlic Rice,http://allrecipes.com/recipe/86755/garlic-rice
Adobo Chicken with Ginger,http://allrecipes.com/recipe/28363/adobo-chicken-with-ginger
Abalos-Style Hamburger Soup (Picadillo Filipino),http://allrecipes.com/recipe/71224/abalos-style-hamburger-soup-picadillo-filipino
Adobong Pusit (Squid Adobo),http://allrecipes.com/recipe/212923/adobong-pusit-squid-adobo
Grandma Nena's Lumpia and Pancit,http://allrecipes.com/recipe/46302/grandma-nenas-lumpia-and-pancit
Kare Kare Pata (Oxtail Stew),http://allrecipes.com/recipe/212983/kare-kare-pata-oxtail-stew
Palitaw (Sweet Rice Cakes),http://allrecipes.com/recipe/213000/palitaw-sweet-rice-cakes
Melon Chiller,http://allrecipes.com/recipe/212970/melon-chiller
Filipino Lumpia,http://allrecipes.com/recipe/32010/filipino-lumpia
Chicken Sotanghon,http://allrecipes.com/recipe/212931/chicken-sotanghon
Barquillos (Wafer Rolls),http://allrecipes.com/recipe/175293/barquillos-wafer-rolls
Filipino Chicken Salad,http://allrecipes.com/recipe/212932/filipino-chicken-salad
Barbecued Spareribs,http://allrecipes.com/recipe/212914/barbecued-spareribs
Guinataan Chicken Adobo,http://allrecipes.com/recipe/212950/guinataan-chicken-adobo
Lumpia (Shanghai version),http://allrecipes.com/recipe/40351/lumpia-shanghai-version
Buko (Young Coconut) Pie,http://allrecipes.com/recipe/212936/buko-young-coconut-pie
Mamon (Sponge Cakes),http://allrecipes.com/recipe/212973/mamon-sponge-cakes
Leyley's Spicy Chicken Adobo Wings,http://allrecipes.com/recipe/73000/leyleys-spicy-chicken-adobo-wings
Singkamas (Jicama) Salad,http://allrecipes.com/recipe/212984/singkamas-jicama-salad
Pan de Sal - Filipino Bread Rolls,http://allrecipes.com/recipe/71899/pan-de-sal---filipino-bread-rolls
Barbecued Pork Kebabs,http://allrecipes.com/recipe/212915/barbecued-pork-kebabs
Crab Omelet,http://allrecipes.com/recipe/212965/crab-omelet
Paksiw na Pata (Pig's Feet Stew),http://allrecipes.com/recipe/213001/paksiw-na-pata-pigs-feet-stew
Pan De Sal I,http://allrecipes.com/recipe/16151/pan-de-sal-i
Salpicao Jalisco,http://allrecipes.com/recipe/85973/salpicao-jalisco
Pork Afritada,http://allrecipes.com/recipe/212991/pork-afritada
Empanada Pork Filling,http://allrecipes.com/recipe/212955/empanada-pork-filling
Caldereta (Filipino Beef Stew),http://allrecipes.com/recipe/228239/caldereta-filipino-beef-stew
Lisa's Adobo,http://allrecipes.com/recipe/72946/lisas-adobo
Melon Ice Candy,http://allrecipes.com/recipe/200194/melon-ice-candy
Biko,http://allrecipes.com/recipe/151155/biko
Pork Sinigang,http://allrecipes.com/recipe/204958/pork-sinigang
Lipardo's Puto Seco,http://allrecipes.com/recipe/62585/lipardos-puto-seco
Authentic Chicken Adobo,http://allrecipes.com/recipe/231544/authentic-chicken-adobo-
Pancit,http://allrecipes.com/recipe/31799/pancit
Beef Nilaga,http://allrecipes.com/recipe/212912/beef-nilaga
Maja Blanca Maiz (Corn Pudding),http://allrecipes.com/recipe/212974/maja-blanca-maiz-corn-pudding
Siopao (Filipino Steamed Dumplings),http://allrecipes.com/recipe/71067/siopao-filipino-steamed-dumplings
Chinky's Bibingka,http://allrecipes.com/recipe/6842/chinkys-bibingka
Sati Babi,http://allrecipes.com/recipe/58791/sati-babi
Allrecipes Magazine,https://secure.allrecipesmagazine.com/order/?containerName=i71vtar01&psrc=I701TRDW398DFA&internalSource=marketcard&referringId=696&referringContentType=recipe%20hub&clickId=cardslot%2010
Coconut Sauce,http://allrecipes.com/recipe/212906/coconut-sauce
Salmon Stew (Abalos Style),http://allrecipes.com/recipe/101114/salmon-stew-abalos-style
Mongo Guisado (Mung Bean Soup),http://allrecipes.com/recipe/213005/mongo-guisado-mung-bean-soup
Ube-Macapuno Cake,http://allrecipes.com/recipe/51518/ube-macapuno-cake
Quick and Easy Pancit,http://allrecipes.com/recipe/47015/quick-and-easy-pancit
Pork and Chicken Adobo,http://allrecipes.com/recipe/76455/pork-and-chicken-adobo
Maja Blanca (Coconut Pudding),http://allrecipes.com/recipe/189441/maja-blanca-coconut-pudding
