Recipe,URL
Allrecipes Magazine,https://secure.allrecipesmagazine.com/order/?containerName=i71vtar01&psrc=I701TRDW398DFA&internalSource=marketcard&referringId=726&referringContentType=recipe%20hub&clickId=cardslot%2010
Gazpacho,http://allrecipes.com/recipe/19770/gazpacho
Andalusian Gazpacho,http://allrecipes.com/recipe/24399/andalusian-gazpacho
Fabada,http://allrecipes.com/recipe/102591/fabada
Pollo Arvejado (Galician Chicken),http://allrecipes.com/recipe/144494/pollo-arvejado-galician-chicken
Game Day Sangria,http://allrecipes.com/recipe/155338/game-day-sangria
Tortilla Espanola,http://allrecipes.com/recipe/213226/tortilla-espanola
Slow Cooker Spanish Beef Stew,http://allrecipes.com/recipe/236483/slow-cooker-spanish-beef-stew
Spanish Cod,http://allrecipes.com/recipe/76693/spanish-cod
Yellow Rice with Vegetables,http://allrecipes.com/recipe/239087/yellow-rice-with-vegetables
Southern Spain-Style Gazpacho,http://allrecipes.com/recipe/206115/southern-spain-style-gazpacho
Authentic Paella,http://allrecipes.com/recipe/137464/authentic-paella
Vegetable Paella,http://allrecipes.com/recipe/54583/vegetable-paella
Sea Bass a la Michele,http://allrecipes.com/recipe/244202/sea-bass-a-la-michele
Skillet Paella,http://allrecipes.com/recipe/246134/skillet-paella
Classic Spanish Sangria,http://allrecipes.com/recipe/21425/classic-spanish-sangria
Paella,http://allrecipes.com/recipe/34413/paella
Dill Gazpacho,http://allrecipes.com/recipe/89982/dill-gazpacho
Bacalao a la Vizcaina (Basque Style Codfish Stew),http://allrecipes.com/recipe/214972/bacalao-a-la-vizcaina-basque-style-codfish-stew
Chef John’s Patatas Bravas,http://allrecipes.com/video/2844/chef-johns-patatas-bravas?internalSource=videocard&referringId=726&referringContentType=recipe%20hub&clickId=cardslot%2022
Pollo al Ajillo (Chicken and Garlic),http://allrecipes.com/recipe/68444/pollo-al-ajillo-chicken-and-garlic
Gazpacho Andaluz,http://allrecipes.com/recipe/13253/gazpacho-andaluz
Sizzling Sherry Shrimp with Garlic,http://allrecipes.com/recipe/127183/sizzling-sherry-shrimp-with-garlic
Chef John's Chicken and Rice,http://allrecipes.com/recipe/238133/chef-johns-chicken-and-rice
Spanish-Style Chicken Stew,http://allrecipes.com/recipe/134281/spanish-style-chicken-stew
Sangria by the Pros,http://allrecipes.com/recipe/54562/sangria-by-the-pros
Sailor Clams,http://allrecipes.com/recipe/134757/sailor-clams
Spanish Pork with White Wine,http://allrecipes.com/recipe/14790/spanish-pork-with-white-wine
Quick Chicken Paella,http://allrecipes.com/recipe/233027/quick-chicken-paella
Shrimp Paella,http://allrecipes.com/recipe/24504/shrimp-paella
Spanish Garlic Soup,http://allrecipes.com/recipe/130976/spanish-garlic-soup
Gazpacho II,http://allrecipes.com/recipe/13216/gazpacho-ii
Flan II,http://allrecipes.com/recipe/20524/flan-ii
Titaina,http://allrecipes.com/recipe/78508/titaina
Saffron-Scented Lobster Paella,http://allrecipes.com/recipe/103510/saffron-scented-lobster-paella
Shrimp Pil Pil,http://allrecipes.com/recipe/213373/shrimp-pil-pil
Empanadas,http://allrecipes.com/recipe/10685/empanadas
Elena's Yellow Rice,http://allrecipes.com/recipe/234256/elenas-yellow-rice
Spanish Style White Bean and Sausage Soup,http://allrecipes.com/recipe/81283/spanish-style-white-bean-and-sausage-soup
Spanish-Style Swiss Chard with Raisins and Pine Nuts,http://allrecipes.com/recipe/219654/spanish-style-swiss-chard-with-raisins-and-pine-nuts
Sangria (White),http://allrecipes.com/recipe/237946/sangria-white
Espinacas con Garbanzos (Spinach with Garbanzo Beans),http://allrecipes.com/recipe/161535/espinacas-con-garbanzos-spinach-with-garbanzo-beans
Empanadas II,http://allrecipes.com/recipe/15980/empanadas-ii
Tortilla de Patata (Spanish Tortilla),http://allrecipes.com/recipe/53029/tortilla-de-patata-spanish-tortilla
Lentil Stew,http://allrecipes.com/recipe/41878/lentil-stew
Quince Paste,http://allrecipes.com/recipe/157011/quince-paste
Simple Spanish Rice,http://allrecipes.com/recipe/229524/simple-spanish-rice
White Peach Sangria,http://allrecipes.com/recipe/23734/white-peach-sangria
Broiled Spanish Mackerel,http://allrecipes.com/recipe/217274/broiled-spanish-mackerel
Spanish Chicken,http://allrecipes.com/recipe/9029/spanish-chicken
Spanish Potato Omelet,http://allrecipes.com/recipe/20198/spanish-potato-omelet
Pontevedra-Style Spanish Chicken,http://allrecipes.com/recipe/223054/pontevedra-style-spanish-chicken
Ham Roulette,http://allrecipes.com/recipe/14833/ham-roulette
Beef Tenderloin Asturias,http://allrecipes.com/recipe/97480/beef-tenderloin-asturias
Montecados (Spanish Cookies),http://allrecipes.com/recipe/11173/montecados-spanish-cookies
Pipirrana (Spanish Potato Salad),http://allrecipes.com/recipe/56624/pipirrana-spanish-potato-salad
Basque Cake,http://allrecipes.com/recipe/8228/basque-cake
Avocado and Tuna Tapas,http://allrecipes.com/recipe/139620/avocado-and-tuna-tapas
Sara's Spanish Omelet,http://allrecipes.com/recipe/21762/saras-spanish-omelet
Fried Empanadas,http://allrecipes.com/recipe/71805/fried-empanadas
Spanish-Style Chicken and Sausage,http://allrecipes.com/recipe/85966/spanish-style-chicken-and-sausage
Spanish Tortilla,http://allrecipes.com/recipe/24342/spanish-tortilla
Tortilla Espanola (Spanish Tortilla),http://allrecipes.com/recipe/147109/tortilla-espanola-spanish-tortilla
Costa del Sol Barbeque Sauce,http://allrecipes.com/recipe/234150/costa-del-sol-barbeque-sauce
Vegan Paella,http://allrecipes.com/recipe/238153/vegan-paella
Authentic Seafood Paella,http://allrecipes.com/video/1299/authentic-seafood-paella?internalSource=videocard&referringId=726&referringContentType=recipe%20hub&clickId=cardslot%2027
Valencian Savory Empanadas,http://allrecipes.com/recipe/73261/valencian-savory-empanadas
Spanish-Style Oxtail Stew,http://allrecipes.com/recipe/128573/spanish-style-oxtail-stew
Paella I,http://allrecipes.com/recipe/12728/paella-i
Calves' Liver with Sherry,http://allrecipes.com/recipe/14678/calves-liver-with-sherry
Chef John's Patatas Bravas,http://allrecipes.com/recipe/230569/chef-johns-patatas-bravas
Santiago's Stuffed Squid,http://allrecipes.com/recipe/18227/santiagos-stuffed-squid
Indian Summer Raspberry Peach Sangria,http://allrecipes.com/recipe/233339/indian-summer-raspberry-peach-sangria
Maria's Classic Paella,http://allrecipes.com/recipe/236902/marias-classic-paella
Calimocho (Kalimotxo),http://allrecipes.com/recipe/134113/calimocho-kalimotxo
Mango Gazpacho,http://allrecipes.com/recipe/76988/mango-gazpacho
Pasta de Sardine,http://allrecipes.com/recipe/70726/pasta-de-sardine
Conchi's Sangria,http://allrecipes.com/recipe/32293/conchis-sangria
Sangria! Sangria!,http://allrecipes.com/recipe/72612/sangria-sangria
Quick and Easy Paella,http://allrecipes.com/recipe/238588/quick-and-easy-paella-
Sangria Cocktail,http://allrecipes.com/recipe/222520/sangria-cocktail
Spanish Style Albondigas in a Sunny Mediterranean Sauce,http://allrecipes.com/recipe/229484/spanish-style-albondigas-in-a-sunny-mediterranean-sauce
